NM_MUNICIPIO,NM_VEREADOR,SG_PARTIDO_VEREADOR,DS_COMPOSICAO_COLIGACAO_VEREADOR,QT_VOTOS_VEREADOR
SÃO BENEDITO,JONAS DO INHUÇÚ,PT,PT,701.0
SÃO BENEDITO,JOSE ARMANDO,PSD,PSD,254.0
SÃO BENEDITO,JOSÉ HAMILTON,PMB,PMB,25.0
SÃO BENEDITO,JOTA JUNIOR,PSC,PSC,98.0
SÃO BENEDITO,JUCIANE JORGE,PDT,PDT,1753.0
SÃO BENEDITO,KEDMA,PDT,PDT,14.0
SÃO BENEDITO,LEDONA DO POVO,PMB,PMB,21.0
SÃO BENEDITO,LUCIANO DO ABC,PDT,PDT,87.0
SÃO BENEDITO,LÉIA,PC do B,PC do B,73.0
SÃO BENEDITO,MADUREIRA DO INHUÇU,PMB,PMB,30.0
SÃO BENEDITO,MARCOS DO SAX,PMB,PMB,258.0
SÃO BENEDITO,MARCOS JORGE,PSD,PSD,838.0
SÃO BENEDITO,MARCULINO,PT,PT,1634.0
SÃO BENEDITO,MARIA SILVA,PMB,PMB,62.0
SÃO BENEDITO,MORAES DAMASCENO,PMB,PMB,7.0
SÃO BENEDITO,NELSON CUNHA,PMB,PMB,29.0
SÃO BENEDITO,OSMANO DO PIAU,PSD,PSD,340.0
SÃO BENEDITO,PAULO HENRIQUE,PSD,PSD,716.0
SÃO BENEDITO,PROFESSOR JANRLEY,PMB,PMB,51.0
SÃO BENEDITO,PROFESSOR JOÃO HONORATO,PSD,PSD,89.0
SÃO BENEDITO,REGES BRITO,PDT,PDT,794.0
SÃO BENEDITO,REJANE DO BARREIRO,PDT,PDT,503.0
SÃO BENEDITO,ROGERIO OLADIA,PMB,PMB,150.0
SÃO BENEDITO,SAMYA BRANDÃO,PSD,PSD,871.0
SÃO BENEDITO,SELMA,PDT,PDT,734.0
SÃO BENEDITO,SIDNEY DA CHAPADA,PC do B,PC do B,123.0
SÃO BENEDITO,SOLANGE DO SINDICATO,PSD,PSD,317.0
SÃO BENEDITO,SOUSA,PSD,PSD,462.0
SÃO BENEDITO,TERESINHA DO INHUÇU,PSC,PSC,34.0
SÃO BENEDITO,TIRIRICA DO FORRÓ,PC do B,PC do B,54.0
SÃO BENEDITO,TOINHA DA BARRA,PC do B,PC do B,4.0
SÃO BENEDITO,WESLEY ALEIXO,PDT,PDT,384.0
SÃO BENEDITO,ZANO BORRACHEIRO,PMB,PMB,262.0
SÃO GONÇALO DO AMARANTE,ADELSON DO ZÉ SAPO,PROS,PROS,143.0
SÃO GONÇALO DO AMARANTE,ADRIANO DO ADAUTO,DEM,DEM,86.0
SÃO GONÇALO DO AMARANTE,AILSON FROTA,PTB,PTB,942.0
SÃO GONÇALO DO AMARANTE,ALDENOR,PTC,PTC,32.0
SÃO GONÇALO DO AMARANTE,ALESSANDRO FERNANDES,PTB,PTB,155.0
SÃO GONÇALO DO AMARANTE,ALEX BARROSO,DEM,DEM,143.0
SÃO GONÇALO DO AMARANTE,ALEXANDRE DA PARADA,PTB,PTB,248.0
SÃO GONÇALO DO AMARANTE,ALINE MOURA,PT,PT,240.0
SÃO GONÇALO DO AMARANTE,ANA CLAUDIA MARQUES,PTB,PTB,38.0
SÃO GONÇALO DO AMARANTE,ANA ILZA,MDB,MDB,133.0
SÃO GONÇALO DO AMARANTE,ANA MATOS,PROS,PROS,59.0
SÃO GONÇALO DO AMARANTE,ANA SOARES,PSL,PSL,65.0
SÃO GONÇALO DO AMARANTE,ANTHONY ALENCAR,PROS,PROS,181.0
SÃO GONÇALO DO AMARANTE,ANTONIO JOSE,PTC,PTC,720.0
SÃO GONÇALO DO AMARANTE,ARY JOHN,REPUBLICANOS,REPUBLICANOS,25.0
SÃO GONÇALO DO AMARANTE,BETO DO MAMEDE,PTB,PTB,458.0
SÃO GONÇALO DO AMARANTE,BINHA DA AMBULANCIA,PSB,PSB,507.0
SÃO GONÇALO DO AMARANTE,BIRO ASSIS,PDT,PDT,612.0
SÃO GONÇALO DO AMARANTE,BRAGA,DEM,DEM,262.0
SÃO GONÇALO DO AMARANTE,CANOA,PROS,PROS,632.0
SÃO GONÇALO DO AMARANTE,CARLIN PEREIRA,PTB,PTB,578.0
SÃO GONÇALO DO AMARANTE,CASSOTE,PRTB,PRTB,43.0
SÃO GONÇALO DO AMARANTE,CHICO QUINTELA,PT,PT,6.0
SÃO GONÇALO DO AMARANTE,CHICÃO,PRTB,PRTB,433.0
SÃO GONÇALO DO AMARANTE,CHIQUINHO AMIGO DO POVO,PC do B,PC do B,27.0
SÃO GONÇALO DO AMARANTE,CLAUDIA DO CIBITE,PTC,PTC,4.0
SÃO GONÇALO DO AMARANTE,CLAUDINA DO SAQUINHO,PTB,PTB,156.0
SÃO GONÇALO DO AMARANTE,CLAUDYNHA DA VARZEA,PSB,PSB,48.0
SÃO GONÇALO DO AMARANTE,COSTA BRAZIL,PT,PT,13.0
SÃO GONÇALO DO AMARANTE,CRISTIANE SILVA,PSB,PSB,24.0
SÃO GONÇALO DO AMARANTE,DANIEL DA FARMACIA,PC do B,PC do B,148.0
SÃO GONÇALO DO AMARANTE,DANIEL DUARTE,PROS,PROS,30.0
SÃO GONÇALO DO AMARANTE,DIDI DO CROATÁ,MDB,MDB,316.0
SÃO GONÇALO DO AMARANTE,DIDI DO TEATRO,PROS,PROS,97.0
SÃO GONÇALO DO AMARANTE,DIVA DO ARAUJO,MDB,MDB,81.0
SÃO GONÇALO DO AMARANTE,DIVANI,PSB,PSB,376.0
SÃO GONÇALO DO AMARANTE,DJALMA DA PEDREIRA,PTB,PTB,329.0
SÃO GONÇALO DO AMARANTE,DONA MIRIAN FELICIANO,PROS,PROS,6.0
SÃO GONÇALO DO AMARANTE,DORYS FERREIRA,PRTB,PRTB,83.0
SÃO GONÇALO DO AMARANTE,DR LUIS PESSOA,PDT,PDT,731.0
SÃO GONÇALO DO AMARANTE,DRA MARIA,PDT,PDT,9.0
SÃO GONÇALO DO AMARANTE,DÚLCIA CARVALHO,PDT,PDT,777.0
SÃO GONÇALO DO AMARANTE,EDIVALDO CATITA,DEM,DEM,491.0
SÃO GONÇALO DO AMARANTE,EDNEA ROCHA,PDT,PDT,85.0
SÃO GONÇALO DO AMARANTE,EDSON,PSB,PSB,147.0
SÃO GONÇALO DO AMARANTE,ELSA RODRIGUES,PRTB,PRTB,459.0
SÃO GONÇALO DO AMARANTE,EMERSON BARROS,PSB,PSB,175.0
SÃO GONÇALO DO AMARANTE,ERILENE PINTO,MDB,MDB,84.0
SÃO GONÇALO DO AMARANTE,ESAÚ MONTEIRO,DEM,DEM,942.0
SÃO GONÇALO DO AMARANTE,FABIA GABRIEL,REPUBLICANOS,REPUBLICANOS,54.0
SÃO GONÇALO DO AMARANTE,FABIANA MARQUES,PDT,PDT,226.0
SÃO GONÇALO DO AMARANTE,FELIPE CANTOR,MDB,MDB,6.0
SÃO GONÇALO DO AMARANTE,FERNANDA RAFAEL,PTB,PTB,114.0
SÃO GONÇALO DO AMARANTE,FERNANDES ALVES,PT,PT,7.0
SÃO GONÇALO DO AMARANTE,FLAVIANA DO HOSPITAL,PTC,PTC,21.0
SÃO GONÇALO DO AMARANTE,FLAVINHO ESPORTE,PROS,PROS,84.0
SÃO GONÇALO DO AMARANTE,FRANCISCA ANTÔNIA,DEM,DEM,90.0
SÃO GONÇALO DO AMARANTE,GALBER DO TONICO,PDT,PDT,721.0
SÃO GONÇALO DO AMARANTE,GERMANO ALVES,PRTB,PRTB,307.0
SÃO GONÇALO DO AMARANTE,GERSON SILVA,DEM,DEM,17.0
SÃO GONÇALO DO AMARANTE,GRANDÃO BRAGA,DEM,DEM,13.0
SÃO GONÇALO DO AMARANTE,GUSTAVO CARVALHO,PC do B,PC do B,96.0
SÃO GONÇALO DO AMARANTE,HORTENCIA BOMBOM,PT,PT,10.0
SÃO GONÇALO DO AMARANTE,IRANILDO GOES,PDT,PDT,767.0
SÃO GONÇALO DO AMARANTE,IRANILDO HONORIO,PRTB,PRTB,70.0
SÃO GONÇALO DO AMARANTE,IRMAO VICENTE,PTC,PTC,605.0
SÃO GONÇALO DO AMARANTE,IRMÃO BENÉ,PDT,PDT,89.0
SÃO GONÇALO DO AMARANTE,IRMÃO JOSIMAR DO VIOLETE,PTB,PTB,60.0
SÃO GONÇALO DO AMARANTE,IRMÃO RICARDO,PC do B,PC do B,78.0
SÃO GONÇALO DO AMARANTE,ISLANE DO CARTÃO,PDT,PDT,99.0
SÃO GONÇALO DO AMARANTE,JEFFERSON PITIBULL,REPUBLICANOS,REPUBLICANOS,183.0
SÃO GONÇALO DO AMARANTE,JO DAPASSAGEM,PROS,PROS,20.0
SÃO GONÇALO DO AMARANTE,JORGE GIGANTE,REPUBLICANOS,REPUBLICANOS,210.0
SÃO GONÇALO DO AMARANTE,JOSELIA DA EDUCAÇÃO,DEM,DEM,12.0
SÃO GONÇALO DO AMARANTE,JOSIVAN XAVIER,PROS,PROS,387.0
SÃO GONÇALO DO AMARANTE,JOÃO DO POVO,PC do B,PC do B,17.0
SÃO GONÇALO DO AMARANTE,JOÃO ROSA,PRTB,PRTB,41.0
SÃO GONÇALO DO AMARANTE,JOÃOZINHO CARTEIRO,DEM,DEM,45.0
SÃO GONÇALO DO AMARANTE,JOÉLIA SOUSA,PC do B,PC do B,16.0
SÃO GONÇALO DO AMARANTE,JULIANA FAÇANHA,PROS,PROS,256.0
SÃO GONÇALO DO AMARANTE,JUSCELINO DA TAIBA,PTB,PTB,148.0
SÃO GONÇALO DO AMARANTE,JÚNIOR PROCÓPIO,PC do B,PC do B,84.0
SÃO GONÇALO DO AMARANTE,KEILA DO BOLSO,PRTB,PRTB,105.0
SÃO GONÇALO DO AMARANTE,LORIM PADEIRO O CAÇA FANTASMA,PTC,PTC,17.0
SÃO GONÇALO DO AMARANTE,LUCIANA MOREIRA,PC do B,PC do B,4.0
SÃO GONÇALO DO AMARANTE,LUISINHO DA LAGOA DO MATO,PC do B,PC do B,319.0
SÃO GONÇALO DO AMARANTE,LUIZ CELIO,MDB,MDB,2.0
SÃO GONÇALO DO AMARANTE,LUIZ PAREDÃO,PSB,PSB,364.0
SÃO GONÇALO DO AMARANTE,LUIZ RIBEIRO,MDB,MDB,1.0
SÃO GONÇALO DO AMARANTE,LUIZINHA DO SINDICATO,MDB,MDB,162.0
SÃO GONÇALO DO AMARANTE,MAGNO DO PECÉM,PDT,PDT,928.0
SÃO GONÇALO DO AMARANTE,MALU GOMES,PC do B,PC do B,44.0
SÃO GONÇALO DO AMARANTE,MARCIA DO JACARÉ,PROS,PROS,12.0
SÃO GONÇALO DO AMARANTE,MARCO VINICIUS DIRETOR,PTB,PTB,221.0
SÃO GONÇALO DO AMARANTE,MARCOS GOMES,PC do B,PC do B,148.0
SÃO GONÇALO DO AMARANTE,MARCOS LIMA,PT,PT,1.0
SÃO GONÇALO DO AMARANTE,MARIA ELISANDRA,DEM,DEM,101.0
SÃO GONÇALO DO AMARANTE,MARIA GEANE,PSB,PSB,5.0
SÃO GONÇALO DO AMARANTE,MARIZA VITURINO,PC do B,PC do B,21.0
SÃO GONÇALO DO AMARANTE,MARLENE DA VILA ESPERANÇA,PROS,PROS,13.0
SÃO GONÇALO DO AMARANTE,MARLON BRUM,MDB,MDB,179.0
SÃO GONÇALO DO AMARANTE,MARÁ,PROS,PROS,299.0
SÃO GONÇALO DO AMARANTE,MATHEUS DO IRMÃO CÓ,PC do B,PC do B,127.0
SÃO GONÇALO DO AMARANTE,MEIRE ROCHA,REPUBLICANOS,REPUBLICANOS,29.0
SÃO GONÇALO DO AMARANTE,MIGUEL MURILO,REPUBLICANOS,REPUBLICANOS,233.0
SÃO GONÇALO DO AMARANTE,MISSIONÁRIA MARILIA CINTRA,DEM,DEM,103.0
SÃO GONÇALO DO AMARANTE,NAIRA DO JOSINALDO,PTC,PTC,935.0
SÃO GONÇALO DO AMARANTE,NANDIM DO CORTE,PRTB,PRTB,249.0
SÃO GONÇALO DO AMARANTE,NATAN FREITAS,PDT,PDT,767.0
SÃO GONÇALO DO AMARANTE,NENEM DA RECICLAGEM,PRTB,PRTB,86.0
SÃO GONÇALO DO AMARANTE,NETO DO PECÉM,PSB,PSB,893.0
SÃO GONÇALO DO AMARANTE,NILTON NASCIMENTO,PRTB,PRTB,53.0
SÃO GONÇALO DO AMARANTE,ODELIA DA PARADA,PTC,PTC,13.0
SÃO GONÇALO DO AMARANTE,ORLANDO MENDES,PRTB,PRTB,69.0
SÃO GONÇALO DO AMARANTE,OZELIA ROCHA,MDB,MDB,46.0
SÃO GONÇALO DO AMARANTE,PAPA D' ÁGUA,PTC,PTC,11.0
SÃO GONÇALO DO AMARANTE,PASTOR LEMOS,MDB,MDB,26.0
SÃO GONÇALO DO AMARANTE,PAULA DA TAPIOCA,PTC,PTC,21.0
SÃO GONÇALO DO AMARANTE,PEDRINA MIRANDA,PTB,PTB,72.0
SÃO GONÇALO DO AMARANTE,PEKIM,PSB,PSB,393.0
SÃO GONÇALO DO AMARANTE,PEQUENO,PTB,PTB,463.0
SÃO GONÇALO DO AMARANTE,PEREIRA DA COELCE,PDT,PDT,888.0
SÃO GONÇALO DO AMARANTE,PROF  RENEZITO,PT,PT,51.0
SÃO GONÇALO DO AMARANTE,PROF DANIEL,PROS,PROS,331.0
SÃO GONÇALO DO AMARANTE,PROF NILBER KBÇÃO,PROS,PROS,121.0
SÃO GONÇALO DO AMARANTE,PROFESSOR ALFREDO,PC do B,PC do B,352.0
SÃO GONÇALO DO AMARANTE,PROFESSOR FLAVISMAR,PROS,PROS,288.0
SÃO GONÇALO DO AMARANTE,PROFESSOR GILBERTO,PROS,PROS,101.0
SÃO GONÇALO DO AMARANTE,PROFESSOR OLAVO,PT,PT,2.0
SÃO GONÇALO DO AMARANTE,PROFESSORA ANATERCIA DE GOIS,PSB,PSB,57.0
SÃO GONÇALO DO AMARANTE,PROFESSORA ELIS SANTOS,PTC,PTC,29.0
SÃO GONÇALO DO AMARANTE,PROFESSORA FRANCILDA,PRTB,PRTB,112.0
SÃO GONÇALO DO AMARANTE,PROFESSORA HERMANTINE,PT,PT,39.0
SÃO GONÇALO DO AMARANTE,PROFESSORA MARNEIDE AIRES,PT,PT,39.0
SÃO GONÇALO DO AMARANTE,PROFESSORA MONALISA,PC do B,PC do B,11.0
SÃO GONÇALO DO AMARANTE,PSICOLOGA PAMELA,PTB,PTB,64.0
SÃO GONÇALO DO AMARANTE,RADIALISTA WILSON MATOS,PT,PT,28.0
SÃO GONÇALO DO AMARANTE,RAFAEL CARVALHO,PTC,PTC,29.0
SÃO GONÇALO DO AMARANTE,RAIMUNDINHO MULATO,DEM,DEM,510.0
SÃO GONÇALO DO AMARANTE,RAPHAEL TAVARES,PROS,PROS,788.0
SÃO GONÇALO DO AMARANTE,RENNAN KENNEDY,PTC,PTC,63.0
SÃO GONÇALO DO AMARANTE,REULLYS MOTOTAXI,PTB,PTB,56.0
SÃO GONÇALO DO AMARANTE,RODRIGUES DO PRAIANO,PSB,PSB,189.0
SÃO GONÇALO DO AMARANTE,SAMIA POLICIA,PTC,PTC,10.0
SÃO GONÇALO DO AMARANTE,SANDOVAL CELL,DEM,DEM,80.0
SÃO GONÇALO DO AMARANTE,SANDRA MENDES,REPUBLICANOS,REPUBLICANOS,145.0
SÃO GONÇALO DO AMARANTE,SANGELA DO PORFIRIO,PRTB,PRTB,51.0
SÃO GONÇALO DO AMARANTE,SARGENTO DIECK,PSL,PSL,37.0
SÃO GONÇALO DO AMARANTE,SILVINHA,DEM,DEM,302.0
SÃO GONÇALO DO AMARANTE,SIMONE ABREU,PT,PT,2.0
SÃO GONÇALO DO AMARANTE,SOCORRO LIMA,PTC,PTC,49.0
SÃO GONÇALO DO AMARANTE,THIAGUINHO SANTOS,PSB,PSB,934.0
SÃO GONÇALO DO AMARANTE,TOINHO DOS CARROS,PTC,PTC,199.0
SÃO GONÇALO DO AMARANTE,TOTÓ,PSB,PSB,401.0
SÃO GONÇALO DO AMARANTE,VALCIMAR,PDT,PDT,20.0
SÃO GONÇALO DO AMARANTE,VALDERI NENCO,MDB,MDB,227.0
SÃO GONÇALO DO AMARANTE,VICTOR DA VÁRZEA,PC do B,PC do B,500.0
SÃO GONÇALO DO AMARANTE,VILANI OLIVEIRA,PTB,PTB,28.0
SÃO GONÇALO DO AMARANTE,VÊNUS ANDRADE,PSB,PSB,631.0
SÃO GONÇALO DO AMARANTE,WENICIO REFRIGERAÇÃO,PRTB,PRTB,48.0
SÃO GONÇALO DO AMARANTE,WESLEY MIRANDA,PROS,PROS,474.0
SÃO GONÇALO DO AMARANTE,WILAMES PEROTE,PRTB,PRTB,128.0
SÃO GONÇALO DO AMARANTE,WILKER MARTINS,MDB,MDB,245.0
SÃO GONÇALO DO AMARANTE,WILLIAM DO SERROTE,PSB,PSB,441.0
SÃO GONÇALO DO AMARANTE,WILLIAME FILHO,MDB,MDB,15.0
SÃO GONÇALO DO AMARANTE,ZEFERINO,PTC,PTC,13.0
SÃO GONÇALO DO AMARANTE,ZILMAR DA TAIBA,PTB,PTB,35.0
SÃO GONÇALO DO AMARANTE,ZÉ DO JAIME,REPUBLICANOS,REPUBLICANOS,81.0
SÃO JOÃO DO JAGUARIBE,ADRIANO LAURO,PT,PT,4.0
SÃO JOÃO DO JAGUARIBE,ALFREDO DAVI,PSD,PSD,422.0
SÃO JOÃO DO JAGUARIBE,BENEZINHO,PSD,PSD,131.0
SÃO JOÃO DO JAGUARIBE,CARLINHOS VESPES,PSD,PSD,414.0
SÃO JOÃO DO JAGUARIBE,CLÉSIA DE BEATA,PT,PT,10.0
SÃO JOÃO DO JAGUARIBE,CONCEIÇÃO GOMES,PT,PT,27.0
SÃO JOÃO DO JAGUARIBE,DODÓ,PSD,PSD,361.0
SÃO JOÃO DO JAGUARIBE,ELIAS CHAVES,PT,PT,13.0
SÃO JOÃO DO JAGUARIBE,FATIMA NOBRE,PSD,PSD,481.0
SÃO JOÃO DO JAGUARIBE,GILBERTO PESCADOR,PSD,PSD,227.0
SÃO JOÃO DO JAGUARIBE,HENRIQUE GUERREIRO,PT,PT,144.0
SÃO JOÃO DO JAGUARIBE,IRMÃ TIENE,PT,PT,74.0
SÃO JOÃO DO JAGUARIBE,IRMÃO JUNIOR,PT,PT,362.0
SÃO JOÃO DO JAGUARIBE,IVANETE,PSD,PSD,100.0
SÃO JOÃO DO JAGUARIBE,JOELMA DO ZEZIM DANDÃO,PT,PT,340.0
SÃO JOÃO DO JAGUARIBE,KAYO GOMES,PSD,PSD,654.0
SÃO JOÃO DO JAGUARIBE,LENIRA MENDES,PSD,PSD,242.0
SÃO JOÃO DO JAGUARIBE,MANASSÉS NOGUEIRA,PT,PT,27.0
SÃO JOÃO DO JAGUARIBE,MARGARIDA,PT,PT,29.0
SÃO JOÃO DO JAGUARIBE,MILA,PSD,PSD,263.0
SÃO JOÃO DO JAGUARIBE,MOÁ,PSD,PSD,8.0
SÃO JOÃO DO JAGUARIBE,PAULINHO,PSD,PSD,54.0
SÃO JOÃO DO JAGUARIBE,SABOIA,PT,PT,74.0
SÃO JOÃO DO JAGUARIBE,SANDRO,PT,PT,384.0
SÃO JOÃO DO JAGUARIBE,TARIK SILVA,PT,PT,171.0
SÃO JOÃO DO JAGUARIBE,TIEL,PSD,PSD,278.0
SÃO LUÍS DO CURU,ALEXANDRE LIRA,PDT,PDT,19.0
SÃO LUÍS DO CURU,AMÉLIA OLIVEIRA,AVANTE,AVANTE,12.0
SÃO LUÍS DO CURU,ANTONIA PAULA,PODE,PODE,3.0
SÃO LUÍS DO CURU,AURILENE,PC do B,PC do B,8.0
SÃO LUÍS DO CURU,AVELINO QUEIROZ,PDT,PDT,50.0
SÃO LUÍS DO CURU,BETO HERCULANO,PC do B,PC do B,410.0
SÃO LUÍS DO CURU,BROW MÁQUINAS,PODE,PODE,138.0
SÃO LUÍS DO CURU,CHARLLYS GOMES,AVANTE,AVANTE,7.0
SÃO LUÍS DO CURU,CLAUDIO MELÃO,PC do B,PC do B,141.0
SÃO LUÍS DO CURU,CLEINE,PSD,PSD,506.0
SÃO LUÍS DO CURU,CORDEIRO,PSD,PSD,136.0
SÃO LUÍS DO CURU,DANIEL NUNES,PDT,PDT,197.0
SÃO LUÍS DO CURU,DEBRIANE CIPRIANO,AVANTE,AVANTE,20.0
SÃO LUÍS DO CURU,DEYVIDSON MOREIRA,PSD,PSD,297.0
SÃO LUÍS DO CURU,EDEMIR DAS CAJAZEIRAS,DC,DC,88.0
SÃO LUÍS DO CURU,EDMILSON DO AÇUDE,PC do B,PC do B,98.0
SÃO LUÍS DO CURU,ELENEUDE DA ÓTICA,DC,DC,16.0
SÃO LUÍS DO CURU,ELIANE SILVA,PODE,PODE,8.0
SÃO LUÍS DO CURU,ELTON DO ZÉ NABIO,PC do B,PC do B,333.0
SÃO LUÍS DO CURU,ERMIVALDO CASTRO,PDT,PDT,104.0
SÃO LUÍS DO CURU,ERNANDSON,DC,DC,64.0
SÃO LUÍS DO CURU,EUDIMIR BARROSO,PC do B,PC do B,92.0
SÃO LUÍS DO CURU,FABINHO,PSD,PSD,424.0
SÃO LUÍS DO CURU,FLÁVIO HERCULANO,PSD,PSD,292.0
SÃO LUÍS DO CURU,GERALDÃO,PDT,PDT,352.0
SÃO LUÍS DO CURU,GLEICE GRAÚNA,PDT,PDT,7.0
SÃO LUÍS DO CURU,GLEICI DO PANTANAL,DC,DC,210.0
SÃO LUÍS DO CURU,HILTON CASTRO DOS TABOSA,AVANTE,AVANTE,18.0
SÃO LUÍS DO CURU,IARA LOPES,PODE,PODE,1.0
SÃO LUÍS DO CURU,IMACULADA ABREU,PC do B,PC do B,625.0
SÃO LUÍS DO CURU,IRMAO GONZAGA,DC,DC,160.0
SÃO LUÍS DO CURU,IRMAO LUCAS,DC,DC,10.0
SÃO LUÍS DO CURU,IVANILSON DO ALTO ALEGRE,AVANTE,AVANTE,9.0
SÃO LUÍS DO CURU,JACKSON CURURU,PDT,PDT,299.0
SÃO LUÍS DO CURU,JAU DO ESCÓCIO,PSD,PSD,146.0
SÃO LUÍS DO CURU,JESUS NUNES,PSD,PSD,54.0
SÃO LUÍS DO CURU,JORGE MENEZES,PODE,PODE,256.0
SÃO LUÍS DO CURU,JOSICLAUDIO FERREIRA,MDB,MDB,20.0
SÃO LUÍS DO CURU,JOÃO CARNEIRO,MDB,MDB,41.0
SÃO LUÍS DO CURU,JUNIOR ABREU,PDT,PDT,335.0
SÃO LUÍS DO CURU,JUNIOR PAREDÃO,PDT,PDT,150.0
SÃO LUÍS DO CURU,KASSIA,DC,DC,10.0
SÃO LUÍS DO CURU,LAN LAN DO FORRÓ,DC,DC,8.0
SÃO LUÍS DO CURU,LUA TELES,PDT,PDT,219.0
SÃO LUÍS DO CURU,LUIZA GONDIN,AVANTE,AVANTE,5.0
SÃO LUÍS DO CURU,MANOEL DA ÁGUA,MDB,MDB,19.0
SÃO LUÍS DO CURU,MANOEL NOGUEIRA,PODE,PODE,11.0
SÃO LUÍS DO CURU,MARA DO CILO,PDT,PDT,45.0
SÃO LUÍS DO CURU,MARCELMA,DC,DC,42.0
SÃO LUÍS DO CURU,MARCELO BEZERRA,DC,DC,47.0
SÃO LUÍS DO CURU,MARCELO DA PALMEIRÃO,PODE,PODE,107.0
SÃO LUÍS DO CURU,MARIA AMÉLIA,PSD,PSD,24.0
SÃO LUÍS DO CURU,MARLYANE SOUSA,PC do B,PC do B,95.0
SÃO LUÍS DO CURU,MAURICIO DUARTE,AVANTE,AVANTE,26.0
SÃO LUÍS DO CURU,MILSON DO COLONOS,PC do B,PC do B,317.0
SÃO LUÍS DO CURU,NILTON GOMES,PSD,PSD,9.0
SÃO LUÍS DO CURU,NOVINHO,PSD,PSD,345.0
SÃO LUÍS DO CURU,NUBIA HERCULANO,MDB,MDB,16.0
SÃO LUÍS DO CURU,PASTOR JOSÉ QUIRINO,PODE,PODE,5.0
SÃO LUÍS DO CURU,PASTOR JUNIOR FEIJÓ,PC do B,PC do B,32.0
SÃO LUÍS DO CURU,PEDIM  DAS CARAUBAS,DC,DC,11.0
SÃO LUÍS DO CURU,PROFESSOR SINHORZINHO,PODE,PODE,194.0
SÃO LUÍS DO CURU,REGIANE SILVA,MDB,MDB,5.0
SÃO LUÍS DO CURU,RONY HÉRICLES,PODE,PODE,36.0
SÃO LUÍS DO CURU,ROSINHA,PDT,PDT,6.0
SÃO LUÍS DO CURU,SABRINA BIZUNGA,PODE,PODE,104.0
SÃO LUÍS DO CURU,SERGINHO,PODE,PODE,59.0
SÃO LUÍS DO CURU,SILVIA PIMENTEL,PC do B,PC do B,240.0
SÃO LUÍS DO CURU,THALITA DUARTE,PSD,PSD,9.0
SÃO LUÍS DO CURU,TOINHA DO MANGUEIRAO,DC,DC,47.0
SÃO LUÍS DO CURU,VICENTE ACACIO,PODE,PODE,23.0
SÃO LUÍS DO CURU,WELLINGTON DOS CORREIOS,PDT,PDT,6.0
SÃO LUÍS DO CURU,ZAROI,PSD,PSD,322.0
SÃO LUÍS DO CURU,ZE DO NOVO,PC do B,PC do B,209.0
TABULEIRO DO NORTE,ALESSIO,PT,PT,607.0
TABULEIRO DO NORTE,ANA PAULA,PTB,PTB,73.0
TABULEIRO DO NORTE,ANTERIO DO SINDICATO,PT,PT,738.0
TABULEIRO DO NORTE,ANTONIO MARCOS,PT,PT,214.0
TABULEIRO DO NORTE,BERG CHAVES,PP,PP,652.0
TABULEIRO DO NORTE,BIU DE BENTIVI,PSD,PSD,217.0
TABULEIRO DO NORTE,BRANCO,PTB,PTB,367.0
TABULEIRO DO NORTE,BRUNO FREITAS,PP,PP,559.0
TABULEIRO DO NORTE,CAMBADO,PP,PP,567.0
TABULEIRO DO NORTE,CARLOS KOTTY,PT,PT,143.0
TABULEIRO DO NORTE,CEZIANNE MAZIA,PSD,PSD,52.0
TABULEIRO DO NORTE,CHICO BRITO,PP,PP,1252.0
TABULEIRO DO NORTE,CHICO HILÁRIO,PP,PP,162.0
TABULEIRO DO NORTE,CLENIA CHAVES,PP,PP,980.0
TABULEIRO DO NORTE,CLEUDO DE CORDEIRA,PTB,PTB,128.0
TABULEIRO DO NORTE,DAMIAO SILVA,PT,PT,388.0
TABULEIRO DO NORTE,DAMIÃO DO POVÃO,PP,PP,969.0
TABULEIRO DO NORTE,DINA,PT,PT,20.0
TABULEIRO DO NORTE,EDILEUZA CHAVES,PTB,PTB,217.0
TABULEIRO DO NORTE,EDIVAN,PP,PP,538.0
TABULEIRO DO NORTE,GERLY,PTB,PTB,187.0
TABULEIRO DO NORTE,IRMAO JOSE MARIO,PT,PT,33.0
TABULEIRO DO NORTE,IRMÃ NALVA,PP,PP,459.0
TABULEIRO DO NORTE,IRMÃO CHICÃO,PP,PP,617.0
TABULEIRO DO NORTE,JOÃO VIANA,PP,PP,375.0
TABULEIRO DO NORTE,JUNINHO,PSD,PSD,93.0
TABULEIRO DO NORTE,LEYCONN CONRADO,PSD,PSD,635.0
TABULEIRO DO NORTE,LINDALVA,PP,PP,563.0
TABULEIRO DO NORTE,LUCIANA MAGALHÃES,PTB,PTB,201.0
TABULEIRO DO NORTE,LULU,PTB,PTB,798.0
TABULEIRO DO NORTE,LURDINHA DO HOSPITAL,PP,PP,591.0
TABULEIRO DO NORTE,MARCONIN GADELHA,PTB,PTB,406.0
TABULEIRO DO NORTE,MARCOS AURÉLIO,PP,PP,934.0
TABULEIRO DO NORTE,MARIA DA FATIMA,PSD,PSD,27.0
TABULEIRO DO NORTE,MEIRE VIANA,PSD,PSD,27.0
TABULEIRO DO NORTE,MOREIRA DA AMBULÂNCIA,PTB,PTB,166.0
TABULEIRO DO NORTE,MUNDINHO DA BICA,PP,PP,520.0
